"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"BIDMC_DLBCL_2",22,22,0,0,23,1.04545454545455,1.04545454545455,0
"BIDMC_DLBCL_1",22,22,0,0,53,2.40909090909091,2.40909090909091,0
"BIDMC_DLBCL_3",22,22,0,0,56,2.54545454545455,2.54545454545455,0
"BIDMC_DLBCL_24",22,22,0,0,88,4,4,0
