"Staining_condition","CD3","CD45","CD15","CD8","CD11b","ToxTox2","CD20","CD11c","H3K27me3","Ki67","HLADRA","pS6","CD68","FoxP3","PD1","Pax5","H3K27ac","GranzymeB","CD31","IDO1","NAKATPase","CD45RA"
"BIDMC_DLBCL_1",0.337152880549739,0.191046181524131,0.576472203769782,0.488507223702633,0.220446962474562,0.141596695893343,0.244179112771217,0.159330267881284,0.154287891436461,0.300884458385427,0.200054153808714,0.255680509733027,0.200427011316832,0.122217711629816,0.191552155312197,0.206229712253808,0.132337378845191,0.17277040766357,0.289274888069448,0.236145781758367,0.124105554370522,0.301941964400845
"BIDMC_DLBCL_2",0.295068135104697,0.169056868278814,0.456984923728583,0.385019946078497,0.153620720535535,0.110368244246777,0.223703251898541,0.141840281157003,0.156590935763182,0.266157809044935,0.190919133782077,0.206860015277872,0.182402653637227,0.100975003412232,0.149741509210178,0.192718743692233,0.112599765488891,0.138128558029804,0.211913795835975,0.173409043191042,0.091194046427034,0.232588887072134
"BIDMC_DLBCL_24",0.44766822795371,0.306750877160565,0.642812942527166,0.635026602488158,0.274084734009302,0.263782578338494,0.310130156510595,0.401076213707526,0.300677673422274,0.393082784122102,0.2607311038791,0.319477571527555,0.346991233867632,0.322998674834436,0.500288058382156,0.229608585458563,0.216672087363057,0.348254132533787,0.464660931454139,0.544598191092466,0.235377704826442,0.490466371706347
"BIDMC_DLBCL_3",0.345193244021561,0.203615143943803,0.540495436490783,0.471698064848377,0.172777405577864,0.138309269143938,0.239103399026873,0.163650996243157,0.181620422291364,0.313299956475864,0.222330857211302,0.246554830062014,0.202934349514401,0.126776441710002,0.222079332191955,0.212050867645749,0.142341293981022,0.165118563445463,0.28693060772699,0.21296356443957,0.11690843028912,0.303787306027104
