"Staining_condition","CD20","CD3","CD4","CD45","CD68","CD8","CD34","Iba1","Ki67","S100b","CK","Vimentin"
"Roche_Intestine_Citra_20min",-1.47215573882593,-1.49303966182168,-1.49781152626118,-1.48395701466021,-1.48552069416028,-1.4577639419005,-1.49056334705855,-1.46404840586023,-1.38868696213889,-1.23424951630673,-0.306375827807215,-1.17107390147909
"Roche_Intestine_Tris_10min",0.757042542478878,0.361646255061052,0.491181056117128,0.681934575330732,0.684297091616905,0.78718729247736,0.37399834721037,0.242140563475485,0.941401233322989,1.08472345486944,0.691257056701994,0.88349066791997
"Roche_Intestine_Tris_20min",0.313112095003051,0.568781666669714,0.437552973099128,0.475900528031377,0.355968061565407,0.211951519821279,0.47171620958384,0.450640438950228,0.430137389132245,0.454778909615991,-1.27739009564856,-0.491298179572387
"Roche_Intestine_Tris_40min",0.402001101344005,0.562611740090918,0.569077497044927,0.326121911298094,0.445255540977965,0.458625129601859,0.64484879026434,0.771267403434521,0.0171483396836544,-0.305252848178702,0.892508866753775,0.778881413131503
