"Staining_condition","CD8","CD3","CD20","CD34","CD45","CD4","Iba1","Ki67","S100b","CK","CD68","Vimentin"
"Roche_Intestine_Citra_20min",0.0740460785939961,0.130989909744945,0.0999365407573919,0.236202392997604,0.101068019616203,0.179403559182247,0.303623809560951,0.197310084700729,0.347359038992848,0.072159698645303,0.134484972463927,0.144836675305092
"Roche_Intestine_Tris_10min",0.0501720645083033,0.100835999705466,0.0526151510368276,0.136801070729007,0.0499028547897429,0.0945746574265404,0.108343826814496,0.0844504230756633,0.109555743584355,0.0412939377154767,0.0796912901141271,0.0301278517005946
"Roche_Intestine_Tris_20min",0.0786709032181803,0.123097513208057,0.144587329529652,0.173989570783636,0.0692655118490584,0.145320484852398,0.139427522211143,0.119913296229976,0.181304137486436,0.188116406171541,0.146215436789891,0.156032414621446
"Roche_Intestine_Tris_40min",0.0762263015751723,0.13172226666046,0.0987534131965902,0.188113874598565,0.0914886025282367,0.156035632867279,0.121945594493344,0.153862096609758,0.216259964191905,0.0425776092321135,0.116609659556182,0.039098779010052
