"Staining_condition","CD20","CD3","CD4","CD45","CD68","CD8","CD34","Iba1","Ki67","S100b","CK","Vimentin"
"Roche_Intestine_Citra_20min",0.794180097968864,0.670260382015984,0.551728191100417,0.857513694425132,0.602427770298173,0.837440287026267,0.399409476868829,0.42689823294491,0.725326413506915,0.666584260930926,0.900813696436858,0.870183239288001
"Roche_Intestine_Tris_10min",0.91752874131461,0.756237569208615,0.818214687483052,0.94732311534322,0.789244105568774,0.927258040576719,0.585996631543314,0.739125398861514,0.871066547621201,0.836477414451747,0.933314896128272,0.950646469973345
"Roche_Intestine_Tris_20min",0.892964655250466,0.765839690999691,0.811029562672735,0.938779844496759,0.760975729044612,0.904243560765025,0.595775282449412,0.77728021429136,0.839088504315688,0.790326266220784,0.86917968645948,0.896805401249099
"Roche_Intestine_Tris_40min",0.897883167180275,0.765553673336214,0.828651302384202,0.932569223938975,0.768663176257342,0.914112670236711,0.613100703061623,0.835953931116731,0.813257259141538,0.734644637451207,0.939871341257855,0.94654964151381
