"Staining_condition","CD11c","CD15","CD3","Ki67","ECadherin"
"Novartis_LuCa_Citra_20min",1.38507385402565,1.36562977832978,1.10296098065328,1.40058242851617,1.46810570837186
"Novartis_LuCa_Tris_10min",-0.330722337993755,-0.523122870802367,0.587747609858089,-0.0980636820476221,-0.202119154654335
"Novartis_LuCa_Tris_20min",-0.983445740793187,0.0819805007578066,-0.91161911717493,-0.951654806575081,-0.668011124243866
"Novartis_LuCa_Tris_40min",-0.0709057752387139,-0.924487408285225,-0.779089473336441,-0.350863939893464,-0.597975429473662
