"Staining_condition","CD3","CD11c","Ki67","ECadherin","CD15"
"Novartis_Lung_Cancer_slide1",0.312892618758983,0.160330406192544,0.213090201930664,0.58265142833879,0.25562398352665
"Novartis_Lung_Cancer_slide2",0.248306214884825,0.138631094686213,0.214201689062644,0.442737062335626,0.176956053462782
"Novartis_Lung_Cancer_slide24",0.540942841406263,0.225317280138378,0.580775876397108,0.938486938840161,0.317485628617885
"Novartis_Lung_Cancer_slide3",0.486301157304674,0.18486480511452,0.320478460113334,0.654078863974015,0.216497576572673
