filename,sample_name
CCPA-250915-9_BIDMC_tonsil_30_Scan1.er,BIDMC_tonsil_30
CCPA-250915-10_BIDMC_tonsil_31_Scan1.er,BIDMC_tonsil_31
CCPA-250915-11_BIDMC_tonsil_32_Scan1.er,BIDMC_tonsil_32
CCPA-250915-12_BIDMC_tonsil_33_Scan1.er,BIDMC_tonsil_33
