"Staining_condition","CD11c","CD138","CD15","CD20","CD3","CD31","CD4","CD45","CD45RA","CD68","CD8","Cytokeratin","FoxP3","H3K27ac","H3K27me3","Pax5","CD11b","ToxTox2","Ki67","HLADRA","pS6","PD1","GranzymeB","IDO1","NAKATPase"
"BIDMC_1",-1.34834247440856,-0.202247183163148,0.206303936307227,2.76203435777144,0.823666708841078,-2.00419279657664,NA,-0.314043837840337,0.555346788242454,1.04906350825998,1.69556720414936,-0.108854864934994,0.188336677432459,-1.6657642325423,-0.954442709629497,2.44782803254633,NA,-1.31346789210349,1.33822350122071,0.657101751733018,-0.882665568278469,-0.55796864794395,-0.432028753193702,-1.47774970078325,-1.37978642886001
"BIDMC_10",0.242833836723449,2.22482753308618,-0.471950878866858,0.963426771256389,1.28367288102069,1.11836203413305,-0.183347097981387,0.812203009872269,1.83590647197923,0.675380535429906,0.267599934820657,0.17076088377018,0.141891752716886,0.883524938895119,0.564734753379672,1.21910530599718,0.266076078142942,0.394262512772743,1.64695861470903,1.02231951645424,0.123566635058541,0.390775023158964,1.31533719273293,0.863702025274757,0.578124799766693
"BIDMC_11",1.09533199936451,0.00992653019024989,3.88504793579993,2.47317334279207,1.48519449965011,0.996989665033657,-0.509399730790032,0.128029250595116,-0.10126779662476,3.3449213594403,1.76365434106856,0.675166337124469,4.22392561583349,-0.17984091461438,1.25200605193983,-0.168709969034043,4.51711634119466,1.25551467802621,0.729992854672246,1.88934358546844,-0.078552688469569,0.526136950210997,1.87845604987601,1.15947922837116,-0.0160866170182701
"BIDMC_12",1.68235846719324,1.4842502129857,-0.159893165567063,0.614508734923847,-0.5675793886476,2.47513023314864,2.08827100043883,1.80758964925308,-0.858795762372838,0.393921634840723,0.393593489208366,0.574166207329609,1.14781826087198,2.73600526035927,1.81115205746609,-0.359314316659382,-0.149172076946978,1.25378380122941,-0.390459665371124,1.63930602470265,2.80127913917579,2.75400367336271,1.6939584866131,2.05417978427247,2.64662322311194
"BIDMC_13",-1.42914137478331,-0.966740481032194,-0.672715380134345,-1.02731314465913,-0.41667965621773,-0.686859833275712,NA,-1.60308580326458,-0.0388552424352629,-1.44546071413987,-1.45599877869934,0.402251898836338,-0.696087896699655,-1.29197671693861,-1.44549088989605,0.103243352015148,-0.415384069621663,-1.63766047139435,-0.971704947864435,-1.22423676981591,-1.63590524440525,-1.08818997644391,-1.57914124832699,-1.64775739041859,-1.66789624821702
"BIDMC_14",-0.211702335890586,0.721840092209978,-0.819931159285858,-0.440899579747115,0.609369027523744,0.322423769220166,-0.602576881587348,0.000503026301063882,1.22531465348627,-0.11464589146716,-0.51984889780523,-0.247342942725103,-0.24667610172146,0.209951386465542,-0.760804021258137,0.302260514570208,-0.224394977327387,-0.465533166751204,0.342576236450446,-0.944831483956884,-0.414641054636561,-0.343512590066108,0.319854815532779,0.301907256405351,0.31737572615562
"BIDMC_15",-0.142265272239651,-1.34042245036864,0.165493299101013,-0.642468859332813,-0.52805333276372,-0.0528612697796008,-1.0161865744383,-0.743740848116074,-0.737921527950346,0.0578138608946447,-0.511931706056452,-0.0894349842608391,-0.268607259134314,-0.841214375947638,-0.479793570427149,-0.965117861755241,-0.302711020120928,-0.0880952428228032,-1.05543783901843,0.0250154903550323,-0.647504427496809,-0.422833986051979,-0.482728010647516,0.290458815034136,-0.530646549148667
"BIDMC_16",0.707819996974605,-0.254211897738653,-0.785142647704052,-0.475605227136033,-1.25192854146596,0.311131940141424,1.26584858894922,0.685201588350382,-1.36754959560675,-0.545988589939457,-0.854324537015471,-0.691814898039469,0.224138748771722,0.624339326460554,-0.0638537513176249,-1.17482437683335,-0.33960741781738,0.38233046604399,-1.92251744176911,-0.501555137650523,1.1198957357736,0.257238132606338,0.64004834952793,0.847464349650632,0.843446008674512
"BIDMC_17",-1.261552657663,0.105645852864361,-0.0378474874383998,-0.228079240691416,-0.152064963274956,-0.303079305708973,NA,-1.34239925625254,0.40891787778288,-0.676195899408164,-0.850447031918291,2.42081397500883,-0.593271695869252,-1.35399545572401,-1.17161143967517,0.772162755231796,-0.193495924603416,-0.941896666864205,-0.239694140792955,-0.0513800373342035,-0.449791711261715,-1.02774853134311,-1.27022622462031,-1.44001666573029,-1.05583750426654
"BIDMC_18",0.146409420774123,1.87655499182307,-0.22302502786274,0.653808981734543,0.745782658713965,0.848479551330835,-0.821677655453757,0.0771026172544756,1.12869304638579,1.37815524546957,0.515867203218028,1.3540687943252,-0.283324712393415,0.681897419185595,-0.582576846446482,1.3126831466826,0.101917695733811,0.344408815886931,1.13362481378795,0.414934926416229,0.456751469258463,-0.303975855458123,0.0523853409736135,-0.0562913146338805,0.369491899053954
"BIDMC_19",0.0977383404940632,-0.179226215494157,0.38555736320515,0.0330504257048453,0.104325767769019,0.769415698024347,-0.842375511110641,-0.155343549636794,-0.384220989041338,0.499617572513979,0.138616848465108,-0.0381222212925508,-0.265221106508236,-0.0266589943445207,0.649021481528571,-0.638030805956357,-0.309738467467624,0.140571957135496,0.110589541990015,-0.0432877931291733,-0.00243719115042533,0.31462751501217,-0.199439152430041,0.320158169640747,-0.184802473897786
"BIDMC_2",0.308239660912982,-0.0563042506459392,-0.458669268812931,0.397304149395195,2.46546531210989,-0.507756961606934,-0.736760052792502,1.06175113896453,0.890571501355496,-0.364791400009832,0.132760394736432,-1.31674188207831,0.077462803854238,-0.151794952299494,0.51928498980558,1.04205311954844,0.0375747741346968,0.139582245992536,0.713063275997229,0.34160440203926,-0.526652354654096,0.485179560844242,0.480085109383114,-0.200659723799847,-0.444082092066042
"BIDMC_20",1.13358779023142,0.102435125484338,0.547410868117504,0.372722381821125,-0.942103520939565,0.214081542073259,1.05491295759332,0.901751117983511,-1.15997162393679,0.124679538630716,0.834291656559406,-0.400190310535971,-0.0707712854367062,0.402050750968161,0.378379512291926,-1.13339391095519,-0.0922887271331636,1.33437404191947,-0.708777891548286,0.00741638777447933,1.44014759120405,0.454908587976295,0.698629215206699,0.59319753834356,0.759656982619108
"BIDMC_21",-1.47368112499145,NA,-0.679909816181722,-1.2674823629232,-0.819229932174723,-0.402994149484322,NA,-1.72391674993795,0.0785827218845555,-1.13753259599975,-1.62938608032748,0.841989027853715,-0.734993139396943,-1.25035908337183,-2.01792397803626,0.162454747324003,-0.385881223398792,-1.42118050039317,-1.15755911598401,-2.00868203643844,-1.12161778814021,-1.25314821607029,-1.5340892924139,-1.42465982054785,-0.91946612969155
"BIDMC_22",-0.522529199869847,1.49832304889424,-1.01227204587216,-0.711333713049535,-0.207106592481799,0.776289223710435,-0.746239512170906,-0.492278805521682,0.92059148491566,0.109076584120506,-0.795670647063493,1.22776963449852,-0.53848676010571,0.597015556957265,-1.32286154936054,0.567042521464379,-0.259241691005976,-0.634898203624209,-0.296814664066388,-1.30676237483427,-0.284149949932234,-0.841675286023831,-0.433555365916929,-0.118685718654507,0.66346625672946
"BIDMC_23",-0.346640919706703,-0.0600898757536257,0.283722726648093,-0.836911514263526,-0.433224575060176,0.908602200955022,-0.705866433627918,-0.34166291046102,-0.578192197977112,-0.1073266958988,-0.268132031626217,-0.916096176062293,-0.435431391367594,0.510597982483549,-0.0698281375617062,-0.931170783825508,-0.407380354151288,-0.236585233967531,-0.840862861264075,-1.1670711289158,-0.0175292622628641,-0.345744816098905,-0.612074853436151,0.174616532730631,0.294072787403956
"BIDMC_24",0.202925293621083,-0.272840274949281,-0.36547034128521,-0.875348419902827,-1.40526775623789,0.0415329975761182,1.07572866932445,0.35594169837094,-1.40153946715474,-0.757616063720467,-0.736333590415328,-0.0838831063396199,-0.379529157288379,0.43383775513501,0.20872771375232,-1.55686431826332,-0.33636065480007,0.170147389407108,-1.67153007898424,-1.37549555365881,0.743335967551407,-0.596191837038786,0.0594590760543236,0.596667226074597,0.811148158299414
"BIDMC_3",0.741599074996202,-0.8294844680016,1.2283845206704,0.127502767921987,1.30901739680784,-0.81668567229124,-0.32237779473939,0.658868727266526,-0.176856650030381,0.481388457675931,1.77773676690462,-1.37747339294467,0.0442351751402334,-0.119392970819649,0.970784348989957,-0.343765804768241,-0.0737052389538687,1.57329703888778,1.34075622162184,0.202738079334176,-0.102003961260569,1.6350220870658,0.465785993800724,0.67257916342003,0.0317139268035374
"BIDMC_4",2.08547613589531,-0.373196012641544,0.790830002283563,0.379645203431999,-0.608760333158349,0.0149966410957293,1.68201906525193,2.43838304495542,-0.817400646732504,-0.324509990145599,1.7440757837727,-0.500194840657235,0.608374042882488,1.15715804580893,1.89885191413637,-0.71257217962666,-0.0474247951284397,1.4594358234778,0.811180365218311,1.74927006298702,1.44965894207571,2.03417324526705,1.37016121092018,0.659585600859811,1.03574911281962
"BIDMC_5",-1.4942693736942,-0.682534953526711,-0.301729776936105,-0.605081225334447,-0.170085680230769,-1.4827538359762,NA,-0.850037272293058,0.111852651040712,-1.15231678662268,-0.648403316836424,-0.406578704461854,-0.711754350573197,-0.984333790474724,-0.314754705719028,0.844978238084564,-0.362017271520611,-1.53165070946366,-0.0296953294829808,-0.147492192192816,-1.25219685834788,-1.03606519834153,-1.52776894011052,-1.61769556718747,-1.6402622376832
"BIDMC_6",-0.00769805217962171,-0.148859343960098,-1.01307017523265,-0.226035171568333,0.536415220449042,0.417082369244636,-0.231630964352297,-0.157187436451536,1.93693803190794,0.157603094538634,-0.0123614882682378,0.100539324268598,-0.327649947648974,0.831624742771378,0.571954780125277,0.265283638683476,-0.143941653809339,-0.403667333708642,1.00382989290108,0.339266447588032,-0.327823074619999,-0.0723285936831911,0.444274289180428,0.414684673523248,0.561104916000326
