filename,sample_name
CCPA-251008-4_Stanford_IMC_Citraconic_OSCC_fixed_pyramid,Stanford_OSCC_Citra_20min
CCPA-251008-1_Stanford_IMC_TrisEDTA_10min_OSCC_fixed_pyramid,Stanford_OSCC_Tris_10min
CCPA-251008-2_Stanford_IMC_TrisEDTA_20min_OSCC_fixed_pyramid,Stanford_OSCC_Tris_20min
CCPA-251008-3_Stanford_IMC_TrisEDTA_40min_OSCC_fixed_pyramid,Stanford_OSCC_Tris_40min
