"feature","group","avgExpr","logFC","statistic","auc","pval","padj","pct_in","pct_out","ident.1","ident.2"
"pSTAT1","Stanford_OSCC_Citra_20min",0.530445504504379,-0.279300483704696,8152841.5,0.0251226999509973,0,0,99.6540155168799,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"pSTAT3","Stanford_OSCC_Citra_20min",0.539971042394607,-0.273661145724191,10758699.5,0.0331525615212125,0,0,99.6330467603271,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"FOXP3","Stanford_OSCC_Citra_20min",0.402389259270801,-0.260054506231795,11957819,0.0368476069116926,0,0,99.6959530299853,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD4","Stanford_OSCC_Citra_20min",0.564121851859021,-0.204162068336097,50770202.5,0.156446628314665,0,0,99.6907108408471,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"pNFkB","Stanford_OSCC_Citra_20min",0.405098533695226,-0.307658300443504,2500609,0.00770554040597544,0,0,99.6435311386035,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"Neurofilament","Stanford_OSCC_Citra_20min",0.465024346235804,-0.256766845945599,6313763.5,0.0194556445102065,0,0,99.6330467603271,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"pMK2","Stanford_OSCC_Citra_20min",0.359715751391887,-0.138939305231145,46897621.5,0.144513403499864,0,0,99.6749842734326,99.994121796379,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD31","Stanford_OSCC_Citra_20min",0.390800481513367,-0.132780613776702,72506392.5,0.223425948279105,0,0,99.6644998951562,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD20","Stanford_OSCC_Citra_20min",0.889163493426955,-0.0373507815189824,73911546.5,0.227755881876728,0,0,99.260851331516,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD8","Stanford_OSCC_Citra_20min",0.533119179675609,-0.136979108599484,103428986,0.318712853857628,0,0,99.6382889494653,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"VEGF","Stanford_OSCC_Citra_20min",0.342810714947371,-0.196626888661213,15745379,0.0485188424467388,0,0,99.6382889494653,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD3","Stanford_OSCC_Citra_20min",0.615181484325771,-0.102668524648836,112598568.5,0.346968606140242,0,0,99.6487733277417,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"pCREB","Stanford_OSCC_Citra_20min",0.602918107352324,-0.0530156865452839,127441174.5,0.39270558471745,4.04452154641036e-272,4.25193290776474e-272,99.8532187041308,99.8941923348225,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"Granzyme B","Stanford_OSCC_Citra_20min",0.436012636467978,-0.315067310876212,13053234.5,0.0402230920021573,0,0,99.6330467603271,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
