"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"Roche_Intestine_Tris_10min",12,12,0,0,12,1,1,0
"Roche_Intestine_Tris_40min",12,12,0,0,32,2.66666666666667,2.66666666666667,0
"Roche_Intestine_Tris_20min",12,12,0,0,35,2.91666666666667,2.91666666666667,0
"Roche_Intestine_Citra_20min",12,12,0,0,41,3.41666666666667,3.41666666666667,0
