"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"Stanford_MIBI_LymphNode_3",21,21,0,0,38,1.80952380952381,1.80952380952381,0
"Stanford_MIBI_LymphNode_2",21,21,0,0,42,2,2,0
"Stanford_MIBI_LymphNode_1",21,21,0,0,64,3.04761904761905,3.04761904761905,0
"Stanford_MIBI_LymphNode_24",21,20,1,0,72,3.42857142857143,3.1,1
