filename,sample_name
CCPA-250916-28_Stanford_Rarectye_LN1-Citraconic_20min_pyramid,Stanford_Orion_LymphNode_Citra_20min
CCPA-250916-25_Stanford_Rarectye_LN1-Tris_10min_pyramid,Stanford_Orion_LymphNode_Tris_10min
CCPA-250916-26_Stanford_Rarectye_LN1-Tris_20min_pyramid,Stanford_Orion_LymphNode_Tris_20min
CCPA-250916-27_Stanford_Rarectye_LN1-Tris_40min_pyramid,Stanford_Orion_LymphNode_Tris_40min
