"Staining_condition","CD11c","CD138","CD15","CD20","CD3","CD31","CD45","CD45RA","CD68","CD8","Cytokeratin","FoxP3","H3K27ac","H3K27me3","Pax5","CD11b","ToxTox2","Ki67","HLADRA","pS6","PD1","GranzymeB","IDO1","NAKATPase"
"Run1",0.630782008034209,0.717621710165481,0.205473815335809,0.755930405986188,0.683865101343113,0.804767818243567,0.741946445585175,0.792967774181851,0.620107931139126,0.496763840196488,0.66126250758301,0.750112661105246,0.85649891720173,0.602379037020664,0.775468093902782,0.574037204398174,0.723981441345223,0.546070909213768,0.71536281247176,0.782134406525493,0.654833503792457,0.621659431706969,0.644599408871601,0.824443547537013
"Run2",0.669498212717852,0.703030331326063,0.120578133491947,0.759316974266057,0.67971290417223,0.773660845422487,0.8134064897205,0.739908962240363,0.573473333809784,0.448907794575198,0.593831985093497,0.704770002817786,0.826932659899632,0.752690914244638,0.723642824942594,0.468602693143356,0.694258291784158,0.51449832102742,0.68085967030591,0.76299584132431,0.589142352789813,0.602721495772384,0.613222830613046,0.849306506544897
