"Staining_condition","CD3","CD45","CD15","CD8","CD11b","ToxTox2","CD20","CD11c","H3K27me3","Ki67","HLADRA","pS6","CD68","FoxP3","PD1","Pax5","H3K27ac","GranzymeB","CD31","IDO1","CD138","NAKATPase","CD45RA","Cytokeratin"
"Run1",0.24061265195874,0.163016890154842,0.533675421195381,0.402363361386936,0.21391612422672,0.167356529777227,0.174537881489941,0.205203467092308,0.17907761839517,0.352316365899805,0.165742924734273,0.107142587318431,0.139523019425481,0.116304477903194,0.210025273288668,0.168150356879164,0.0884226609255499,0.126134800120477,0.0983687524393866,0.108018461835536,0.116141923221039,0.0849854646195761,0.157309843894458,0.120109349637034
"Run2",0.249030611122238,0.157862341015437,0.897599898994333,0.483084271472253,0.262702191161827,0.184224253302853,0.183908460617212,0.190450148197954,0.15935521319564,0.39415227128503,0.1782936248735,0.121438989365561,0.164057232017205,0.130207111731612,0.256609933930954,0.191268961460113,0.106361219420464,0.135731168962073,0.114436128706901,0.122210411510733,0.126391411399576,0.0987488359828074,0.177964207374174,0.152823435411999
