filename,sample_name
dataScaleSize_Slide1_edited_Liver1.csv,Stanford_MIBI_Liver_1
dataScaleSize_Slide2_edited_Liver1.csv,Stanford_MIBI_Liver_2
dataScaleSize_Slide24_edited_Liver1.csv,Stanford_MIBI_Liver_24
dataScaleSize_Slide3_edited_Liver1.csv,Stanford_MIBI_Liver_3
