"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"Stanford_MIBI_Colon_Tris_20min",10,10,0,0,16,1.6,1.6,0
"Stanford_MIBI_Colon_Tris_10min",10,9,1,0,28,2.8,2,1
"Stanford_MIBI_Colon_Tris_40min",10,9,1,0,30,3,2.22222222222222,1
"Stanford_MIBI_Colon_Citra_20min",10,8,2,0,51,5.1,3.875,2
