filename,sample_name
CCPA-250916-20_Stanford_MIBI_Slide5_Colon2_pyramid,Stanford_MIBI_Colon_Citra_20min
CCPA-250916-17_Stanford_MIBI_Slide4_Colon2_pyramid,Stanford_MIBI_Colon_Tris_10min
CCPA-250916-18_Stanford_MIBI_Slide2_Colon2_pyramid,Stanford_MIBI_Colon_Tris_20min
CCPA-250916-19_Stanford_MIBI_Slide3_Colon2_pyramid,Stanford_MIBI_Colon_Tris_40min
