"Staining_condition","CD11c","CD15","CD20","CD3","CD31","CD4","CD45RA","CD68","Granzyme B","aSMA","CD45RO","CD14","CD209","CD16","CD163","pS6","CD11b","PDL1","PD1","pSTAT3","pMK2","CD8a","Ki67","Collagen","CD44","CD66a","HLADR","SOX9","TenascinC","PanCK","Podoplanin"
"Stanford_IMC_Tonsil_Citra_20min",0.819998256753185,1.47677147160347,0.611893450560719,0.968073976577512,0.634283095586449,NA,-0.530760677152028,1.49584505055719,1.49563589026402,0.131525731528591,0.664904491995118,1.12024804566458,NA,NA,1.08476594433714,0.786874199053783,0.495465297602765,0.892968563303757,NA,NA,NA,1.36932297219615,1.48646499440321,1.48070641714177,1.29708438607734,1.4922804142398,-0.0149800607349887,NA,NA,0.158166367093406,1.24202915050397
"Stanford_IMC_Tonsil_Tris_10min",-0.951557728576884,-0.27259232796432,1.07512948827696,0.756974488069492,-0.565862010087173,-0.93589303519532,-1.03424548378514,-0.602588746395962,-0.432958678638118,-1.41572048084324,-1.48300300347042,-1.14942663095455,NA,NA,-1.31463228232009,-1.31201600437793,-1.26643243857035,-1.33328276094545,NA,NA,NA,0.0850163926572227,-0.509443388966539,-0.28326656177867,-0.499028554618625,-0.610041491867545,-0.487973774869362,-1.15224908027497,NA,0.123745509493024,-1.20690330561064
"Stanford_IMC_Tonsil_Tris_20min",0.906460055889091,-0.701627851906608,-0.996252738426219,-0.893558870994172,1.03235975913461,-0.117782233621432,1.24294158937803,-0.432826431560681,-0.457248666240873,0.919458533602841,0.518505916072669,0.474718101413469,0.707106781186545,-0.707106781186548,-0.0702769031150068,0.773235196141697,1.03873231758642,-0.18482804164388,0.707106781186547,-0.707106781186546,-0.707106781186547,-0.553711738367613,-0.3247981808666,-0.670613799490225,-1.01143955915516,-0.364386855984631,1.39933925982006,0.510997412501473,0.707106781186548,-1.349246734443,-0.00946700635410527
"Stanford_IMC_Tonsil_Tris_40min",-0.774900584065392,-0.502551291732538,-0.690770200411458,-0.831489593652833,-1.10078084463389,1.05367526881674,0.322064571559138,-0.460429872600544,-0.605428545385028,0.364736215711807,0.299592595402627,-0.445539516123494,-0.70710678118655,0.707106781186548,0.300143241097961,-0.248093390817546,-0.267765176618834,0.625142239285575,-0.707106781186547,0.707106781186549,0.707106781186548,-0.900627626485759,-0.652223424570069,-0.526826055872872,0.213383727696452,-0.517852066387629,-0.896385424215708,0.641251667773495,-0.707106781186547,1.06733485785657,-0.0256588385392225
