"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"1_Fresh",17,17,0,0,21,1.23529411764706,1.23529411764706,0
"2_Lyophilized_manual",17,17,0,0,31,1.82352941176471,1.82352941176471,0
"3_Lyophilized_automated",17,17,0,0,50,2.94117647058824,2.94117647058824,0
