filename,sample_name
CCPA-250916-36_Stanford_IMC_Citraconic_Tonsil_fixed_pyramid,Stanford_IMC_Tonsil_Citra_20min
CCPA-250916-33_Stanford_IMC_TrisEDTA_10min_Tonsil_fixed_pyramid,Stanford_IMC_Tonsil_Tris_10min
CCPA-250916-34_Stanford_IMC_TrisEDTA_20min_Tonsil_fixed_pyramid,Stanford_IMC_Tonsil_Tris_20min
CCPA-250916-35_Stanford_IMC_TrisEDTA_40min_Tonsil_fixed_pyramid,Stanford_IMC_Tonsil_Tris_40min
