filename,sample_name
CCPA-250915-32_UK_Citraconic_20min,UK_Skin_Citra_20min
CCPA-250915-29_UK_Tris_10min,UK_Skin_Tris_10min
CCPA-250915-30_UK_Tris_20min,UK_Skin_Tris_20min
CCPA-250915-31_UK_Tris_40min,UK_Skin_Tris_40min
