"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"UK_Skin_Tris_20min",18,18,0,0,34,1.88888888888889,1.88888888888889,0
"UK_Skin_Tris_40min",18,18,0,0,35,1.94444444444444,1.94444444444444,0
"UK_Skin_Tris_10min",18,18,0,0,42,2.33333333333333,2.33333333333333,0
"UK_Skin_Citra_20min",18,18,0,0,69,3.83333333333333,3.83333333333333,0
