"Staining_condition","CD8","CD3e","CD20","CD34","CD45","CD4","Iba1","Ki67","S100b","PanCytokeratin","CD68","Vimentin"
"Roche_Tonsil_1",0.123431131267586,0.181973204277032,0.183155117554372,0.122645575458378,0.07637658141068,0.083697762553694,0.120650129419268,0.282551853604272,0.893963880095187,0.498231878957292,0.0791471617682705,0.133340620776149
"Roche_Tonsil_2",0.125846676537819,0.180605296372082,0.175891365570766,0.12694173803592,0.0773178026218663,0.0712548725807763,0.0658348030461743,0.310346259107079,0.90734308380339,0.270007204438584,0.0675052329510061,0.0946572140959979
"Roche_Tonsil_24",0.34868062137226,0.245086443082695,0.300591283819598,0.175524502630994,0.123454851127417,0.195558921855521,0.429628178458313,0.594829399874083,0.914907012393982,0.477694605133831,0.123909959485952,0.169515612984362
"Roche_Tonsil_3",0.110301643895484,0.192342008089832,0.195481994434095,0.128575088673311,0.0794217173433594,0.0784599822901417,0.122434423355378,0.230272872970546,0.55435796592941,0.278287577201173,0.070631063719213,0.101994614069904
