"Staining_condition","CD20","CD4","CD45","CD68","CD8","CD3e","CD34","Iba1","Ki67","S100b","PanCytokeratin","Vimentin"
"Roche_Tonsil_1",0.73182314780439,0.820188537899497,0.881411838352599,0.735374679568034,0.742104303734988,0.735604846030643,0.684101170772808,0.731900618400649,0.436728306777735,0.212930830567859,0.434135790307185,0.747152112895252
"Roche_Tonsil_2",0.754951735195642,0.874916030949268,0.89896306040147,0.742345364161995,0.756177740370959,0.759846634443605,0.725896832517333,0.819886752666006,0.465957468311642,0.209541981219128,0.560941782052832,0.833560262993198
"Roche_Tonsil_24",0.571790112038073,0.532637164369686,0.743016475930782,0.521612947363877,0.456548753411117,0.602631394536685,0.373603105283845,0.380417999178204,0.248473207725732,0.212620946369855,0.393476369558849,0.599590198577319
"Roche_Tonsil_3",0.686032610913188,0.779471525707503,0.857405784989033,0.731586905623003,0.729498323197605,0.699361909413083,0.647720606775168,0.65812706140699,0.47942091631111,0.287101579039396,0.507856250176328,0.769128422440566
