"Staining_condition","CD68","CK","CD163","CD8a","CD4","PDL1","CD3e","CD45RO","PD1","CD31","aSMA","HLA ABC","Vimentin"
"Stanford_Orion_Endometrium_Citra_20min",0.355971572463616,0.317538956082714,0.149022575316572,0.211331778813913,NA,NA,0.548575074985354,NA,NA,0.534628626783706,0.473685272707184,0.267800582537342,0.460926829895296
"Stanford_Orion_Endometrium_Tris_10min",0.713251291928713,0.752642119707787,0.325969626687576,0.243140536784141,0.625524570210967,0.607645059984844,0.958956158781384,NA,0.603499230209852,1.10961309309637,0.985167533386129,0.443674407431733,0.652822616661231
"Stanford_Orion_Endometrium_Tris_20min",0.726265720287171,0.608911157006281,0.356277816162176,0.176746312859277,0.29884527492171,0.42595740101707,0.622186801984996,0.298508709089477,0.309541792503045,0.949881859878141,0.810481824044535,0.133229241806701,0.410506149697692
"Stanford_Orion_Endometrium_Tris_40min",0.416709979126687,0.355900323393373,0.270097448804212,0.14303579574043,0.191015053819662,0.188432548513645,0.396980226754491,0.178249676986059,0.162043413698713,0.656309552822453,0.589281926925235,0.123557963847496,0.308572552824396
