filename,sample_name
CCPA-250916-32_Stanford_Rarectye_TMA-Citraconic_20min_pyramid,Stanford_Orion_Endometrium_Citra_20min
CCPA-250916-29_Stanford_Rarectye_TMA-Tris_10min_pyramid,Stanford_Orion_Endometrium_Tris_10min
CCPA-250916-30_Stanford_Rarectye_TMA-Tris_20min_pyramid,Stanford_Orion_Endometrium_Tris_20min
CCPA-250916-31_Stanford_Rarectye_TMA-Tris_40min_pyramid,Stanford_Orion_Endometrium_Tris_40min
