"Staining_condition","CD68","FoxP3","MHC","CD20","CD206","CD45","CD4","CD8","CD86","Ki67","SMA","PDL1","Vimentin","CD27","CK","GZMB","CD3","PD1"
"UKentucky_Tonsil_1",0.274268549119135,0.191101233514569,0.288733939428825,0.407858288699761,0.0811047270288243,0.185117860867488,0.348250281564807,0.265600947373848,0.253545631051012,0.513323783399445,0.189130439501899,0.315423780301788,0.220226308928155,0.280943474516278,0.356140351722552,0.247143212394257,0.366918104438614,0.353975519938173
"UKentucky_Tonsil_2",0.340158146915063,0.426520585414072,0.316492296632705,0.462197755070269,0.159686991556808,0.25529432966992,0.458602792340152,0.326486580214134,0.414468554824122,0.55589354878493,0.261845270365313,0.484687974087072,0.250071584214095,0.422623848872062,0.448235994652898,0.391703911784493,0.491541405619724,0.496668640322731
"UKentucky_Tonsil_24",0.536808808718522,0.218839231286873,0.354045223789663,0.463210664774895,0.165045602533114,0.236156217200634,0.38569340498061,0.406143561963581,0.306540716782045,0.600068007650583,0.35767497947659,0.376667610721819,0.262615465602004,0.281856999916551,0.57802149746912,0.368825524103071,0.418723449492146,0.407710011249346
"UKentucky_Tonsil_3",0.332759320109437,0.227145344697766,0.330273240941958,0.455019744659749,0.116560131953463,0.208092789175731,0.424892097077658,0.275418650928454,0.298303162356264,0.625243056480839,0.234674130821575,0.40535913241047,0.263829458074526,0.313663379156411,0.41347424846285,0.291025912795271,0.428063242952,0.433123919379317
