"Staining_condition","CD20","CD3","CD4","CD45","CD68","CD8","FoxP3","MHC","CD206","CD86","Ki67","SMA","PDL1","Vimentin","CD27","CK","GZMB","PD1"
"UKentucky_Tonsil_1",0.572325354818625,0.596106450343876,0.591051949227529,0.732899976592539,0.397930194958533,0.534193873686601,0.419365009880842,0.605575697567293,0.542839610882946,0.483712546294432,0.434238505403504,0.468667315911356,0.376423038092112,0.632516674146496,0.606112683782364,0.381108859997645,0.537006084463346,0.379408495629893
"UKentucky_Tonsil_2",0.521673611463592,0.512318080530207,0.492427423707804,0.611990618138865,0.30602946490734,0.467488195055644,0.201729842620949,0.54886764683441,0.402559525233442,0.339106365646295,0.437978500867204,0.392902734072209,0.269809372028079,0.632910297450364,0.456143670066287,0.334732142916949,0.374866773897003,0.289399676992014
"UKentucky_Tonsil_24",0.523946695075961,0.550763681564126,0.54571349220494,0.651092232190285,0.203328564722834,0.415597575863648,0.333125651899946,0.549854463262558,0.392771439487971,0.44070322910728,0.372696534710151,0.315316895586843,0.337545148747244,0.542191802207352,0.614715354515984,0.274850992760869,0.424216904164614,0.372802224933723
"UKentucky_Tonsil_3",0.527858281633396,0.519330268887008,0.500276697127564,0.68318695890537,0.32838625877399,0.479273473081228,0.347275128346008,0.566662540508321,0.454484644495588,0.406671159618803,0.369612851168106,0.413950131940286,0.310631490820984,0.551066333009745,0.554832165931601,0.340079560442912,0.458658332793828,0.323050055935726
