"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"UKentucky_Tonsil_1",18,18,0,0,18,1,1,0
"UKentucky_Tonsil_3",18,18,0,0,47,2.61111111111111,2.61111111111111,0
"UKentucky_Tonsil_24",18,18,0,0,55,3.05555555555556,3.05555555555556,0
"UKentucky_Tonsil_2",18,18,0,0,60,3.33333333333333,3.33333333333333,0
