"Staining_condition","CD31","CD4","CD68","PanCK","CD163","CD8a","PDL1","CD3e","CD45RO","PD1","SMA","HLAABC","Vimentin"
"Stanford_Orion_TMA_CA20min",-1.12422084355519,NA,-1.07091146352999,-1.03870673346782,-1.34285825119312,-0.559254808950825,NA,-0.749822121008801,NA,NA,-1.18156754105764,0.0200223323397229,-0.563518818082244
"Stanford_Orion_TMA_Tris10min",1.11235503972252,1.10813477636372,0.877402356524826,1.12486786236694,0.624688606288277,1.35985646271137,0.921097097486877,1.34218403052627,NA,1.07506651114549,1.09038373367219,1.40667244304279,1.41745113562732
"Stanford_Orion_TMA_Tris20min",0.505294174878936,-0.272948217615376,0.826340345167197,0.527904874942743,0.882827145997496,0.108395032885373,0.142514551396951,0.183851595763906,0.707106781186548,-0.172603128753787,0.498804997003941,-0.673706795239763,-0.0341057393472416
"Stanford_Orion_TMA_Tris40min",-0.493428371046265,-0.835186558748348,-0.632831238162032,-0.614066003841868,-0.164657501092653,-0.908996686645921,-1.06361164888383,-0.776213505281372,-0.707106781186547,-0.902463382391702,-0.407621189618486,-0.752987980142754,-0.819826578197839
