"Staining_condition","CD68","PanCK","CD163","CD8a","CD4","PDL1","CD3e","CD45RO","PD1","CD31","SMA","HLAABC","Vimentin"
"Stanford_Orion_TMA_CA20min",0.336575070033812,0.26270318326374,0.139945142833417,0.197039212518851,NA,NA,0.428021169605058,NA,NA,0.439730716416368,0.362980909742312,0.255649369054601,0.385408565403324
"Stanford_Orion_TMA_Tris10min",0.943222351182065,0.782294551873561,0.403765393817162,0.333830239855506,0.638230075846572,0.624021311283887,1.03898605622456,NA,0.617863763909073,1.33583778352275,1.13595821983023,0.460297592520021,0.704099308397284
"Stanford_Orion_TMA_Tris20min",0.927323151555592,0.638931426681442,0.438378126965403,0.24462817159303,0.327351814212479,0.45450088303177,0.700698119474001,0.370162515699623,0.338994567591991,1.0926126216951,0.934687644329264,0.153265622477481,0.470578482845451
"Stanford_Orion_TMA_Tris40min",0.472980291260857,0.364682407043955,0.297925226722566,0.172110199043188,0.200793396740502,0.191891566878309,0.420313635338014,0.198893981009255,0.175862007620251,0.6924641902587,0.62629772271355,0.141564939284658,0.344174769628988
