"Staining_condition","CD31","CD4","CD68","PanCK","CD163","CD8a","PDL1","CD3e","CD45RO","PD1","SMA","HLAABC","Vimentin"
"Stanford_Orion_TMA_CA20min",0.65077889574817,NA,0.696636463984118,0.230212149362551,0.777958297118661,-0.41107702825722,NA,-0.00949166515079273,NA,NA,0.13859407007071,-0.676065045019752,-0.779622555899198
"Stanford_Orion_TMA_Tris10min",-1.13756814722126,-0.919097193833941,-0.980279175184443,-1.11428421497241,-1.0809507566744,-0.964007263314806,-0.861898140267147,-1.10629059611455,NA,-0.875899321990564,-1.12288221284615,-0.96294962741447,-0.780433400797653
"Stanford_Orion_TMA_Tris20min",-0.519476153491998,-0.145798626761252,-0.728099267772705,-0.368698617359156,-0.616756376568325,-0.00393354744240282,-0.234519709639772,-0.201564594858932,-0.707106781186547,-0.213663938695788,-0.293831642553499,0.450400629601363,0.247944769047497
"Stanford_Orion_TMA_Tris40min",1.00626540496508,1.06489582059519,1.01174197897303,1.25277068296901,0.919748836124069,1.37901783901443,1.09641784990692,1.31734685612428,0.707106781186548,1.08956326068635,1.27811978532894,1.18861404283286,1.31211118764935
