"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"Roche_14",10,10,0,0,20,2,2,0
"Roche_22",10,10,0,0,24,2.4,2.4,0
"Roche_6",10,10,0,0,33,3.3,3.3,0
"Roche_18",10,10,0,0,35,3.5,3.5,0
"Roche_2",10,10,0,0,46,4.6,4.6,0
"Roche_10",10,10,0,0,52,5.2,5.2,0
