"Staining_condition","CD11c","CD15","CD3","Ki67","ECadherin"
"Novartis_LuCa_Citra_20min",0.922210822168182,0.53730053889262,0.870743625354822,0.836043846828944,0.81059461622481
"Novartis_LuCa_Tris_10min",0.931381374979327,0.639265508178309,0.889007132603295,0.899515937067482,0.873579350090861
"Novartis_LuCa_Tris_20min",0.940210853213769,0.633951981814713,0.920513433777457,0.934700813577549,0.900974627501132
"Novartis_LuCa_Tris_40min",0.96107485407587,0.712582600880667,0.943189934975051,0.94103845497417,0.914427083644728
