"Staining_condition","CD3","CD11c","Ki67","ECadherin","CD15"
"Novartis_LuCa_Citra_20min",0.0840892549301494,0.0624154225686013,0.114933438376285,0.194675293971642,0.231556113222956
"Novartis_LuCa_Tris_10min",0.0740341607147992,0.0450556262662746,0.0666420443940145,0.116616358844033,0.139067528817441
"Novartis_LuCa_Tris_20min",0.0447719665283222,0.0384516103772876,0.0391364812035043,0.0948426253571711,0.168698277068314
"Novartis_LuCa_Tris_40min",0.0473584639498973,0.0476843549150367,0.0584959739078606,0.0981157844842476,0.11941347940053
