filename,sample_name
CCPA-251008-12_Novartis_LuCa_20minCA_Scan1.er,Novartis_LuCa_Citra_20min
CCPA-251008-9_Novartis_LuCa_10minDako_Scan1.er,Novartis_LuCa_Tris_10min
CCPA-251008-10_Novartis_LuCa_20minDako_Scan1.er,Novartis_LuCa_Tris_20min
CCPA-251008-11_Novartis_LuCa_40minDako_Scan1.er,Novartis_LuCa_Tris_40min
