"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"Novartis_Lung_Cancer_slide2",5,5,0,0,6,1.2,1.2,0
"Novartis_Lung_Cancer_slide1",5,5,0,0,10,2,2,0
"Novartis_Lung_Cancer_slide3",5,5,0,0,14,2.8,2.8,0
"Novartis_Lung_Cancer_slide24",5,5,0,0,20,4,4,0
