"Staining_condition","CD11c","CD15","CD3","Ki67","ECadherin"
"Novartis_Lung_Cancer_slide1",-0.456088590476458,0.233439398577199,-0.606329842676824,-0.68716905311549,-0.344229017012302
"Novartis_Lung_Cancer_slide2",-1.03978202549724,-1.079867266907,-1.07132096764489,-0.680753236685127,-1.01467025813908
"Novartis_Lung_Cancer_slide24",1.29200427752256,1.26617676398365,1.03552236176842,1.43521610419056,1.36086251942166
"Novartis_Lung_Cancer_slide3",0.203866338451133,-0.419748895653845,0.642128448553293,-0.0672938143899461,-0.00196324427027806
