"Staining_condition","CD20","CD4","CD45","CD68","CD8","CD3e","CD34","Iba1","Ki67","S100b","PanCytokeratin","Vimentin"
"Roche_Tonsil_1",0.560820008250075,0.452124077148945,0.515707054020926,0.489701198760598,0.495144716995623,0.524431148365722,0.47853201847716,0.443804322011485,0.270289849864074,-0.466914199903985,-0.534423726613409,0.0990389115840752
"Roche_Tonsil_2",0.844811920839695,0.813951035423434,0.765656019467392,0.554542526613683,0.59326058938763,0.875200150998816,0.74076314237399,0.906918406359967,0.541934986112214,-0.556725844083374,1.16118869073932,0.972783181982116
"Roche_Tonsil_24",-1.40419787788284,-1.44900153694274,-1.45519716926348,-1.49871104016085,-1.49566482449145,-1.39964162063327,-1.4695710449138,-1.40622071573697,-1.47928418331736,-0.475126783723442,-1.07810953951675,-1.39308164669792
"Roche_Tonsil_3",-0.00143405120692942,0.182926424370356,0.173834095775156,0.454467314786572,0.407259518108199,1.03212687328209e-05,0.250275884062653,0.0554979873655196,0.667059347341073,1.4987668277108,0.45134457539084,0.321259553131729
