"Staining_condition","CD8","CD3e","CD20","CD34","CD45","CD4","MHCII","Iba1","S100b","Vimentin"
"Roche_10",1.09402476493414,0.953629375485604,0.426259408862619,0.191922289242261,0.889470685393604,0.252941301082537,0.409310610836388,0.233047804856691,7.43515178428699,0.272434485688647
"Roche_14",0.562283265668784,0.227667371495279,0.254073008612049,0.101092828679978,0.395149950112156,0.0998604727326109,0.299525212514834,0.19873429776044,2.16586265543235,0.217795610507655
"Roche_18",0.512127919323337,0.282898508419562,0.191120439218291,0.163846430473975,0.451659856424126,0.205898186829778,0.475483077511289,0.253484804774787,1.95553449806041,0.262144004649252
"Roche_2",1.07679739722727,0.77902452434269,1.34838755746923,0.268777496197447,0.798659880214382,0.162626809852178,0.41956124716503,0.218961168532552,3.49929609350633,0.202549453166571
"Roche_22",0.403203900536879,0.212365981204153,0.689995426665009,0.129580906699695,0.481547158041726,0.14255070127629,0.418425593804883,0.196337357483447,2.92271604829507,0.179271355367641
"Roche_6",0.949516361061416,0.649797549725585,1.35903919476645,0.154905079512258,0.549293478510885,0.117676412886801,0.295275491441951,0.215412126143478,1.97782101840347,0.228585398570225
