"Staining_condition","CD11c","CD138","CD15","CD20","CD3","CD31","CD45","CD45RA","CD68","CD8","Cytokeratin","FoxP3","H3K27ac","H3K27me3","Pax5","CD11b","ToxTox2","Ki67","HLADRA","pS6","PD1","GranzymeB","IDO1","NAKATPase"
"BIDMC_Tonsil_1",0.634619492322226,0.758559646223899,0.203818896940372,0.758011029727634,0.650415124568281,0.800042104800285,0.833102017636908,0.787927874386047,0.619376432169072,0.48255232915145,0.655954729835039,0.710976316837287,0.846721920679829,0.811050057508503,0.774675041948614,0.54631829456651,0.709498075466591,0.533641077144348,0.760671791511625,0.773275635431201,0.635052219127573,0.650221907084138,0.756314979766106,0.865046841724344
"BIDMC_Tonsil_2",0.678008304638479,0.808151782320066,0.204339641045606,0.778052033579886,0.694576705716767,0.806542067705478,0.859006492814177,0.821287128680514,0.64135358946793,0.515480369023026,0.667521982398577,0.774959833403179,0.863328852382313,0.822632517327216,0.788699600347946,0.57751218204436,0.748170900324795,0.563846582429917,0.778908757195365,0.815445501741518,0.671239703167306,0.692294816806966,0.79518062264279,0.890570783640534
"BIDMC_Tonsil_3",0.615927850415677,0.739286666698998,0.169504865368848,0.740487279102295,0.609421700815433,0.770362804006352,0.81000192896321,0.775544756579007,0.622959480297998,0.450967890629711,0.631329790131554,0.715538468097802,0.829557576883236,0.784078256341939,0.772230435928119,0.514927999481383,0.699734642966042,0.523497345886685,0.74218334407005,0.766281008850286,0.620898664688274,0.643422255218419,0.758225323176132,0.852976253388586
"BIDMC_Tonsil_4",0.349048164343057,0.6084367032851,0.130738855625994,0.605835254160035,0.492227511350251,0.656909677682764,0.730632150784579,0.682378146438017,0.499176917346787,0.307249061192461,0.595402535450668,0.336736924191124,0.67890796351124,0.728298920620228,0.680441368101829,0.3109450597347,0.579191917572145,0.420619782231079,0.664400673747507,0.694480125445895,0.38952800589561,0.431538781206396,0.462212887738492,0.670135371283597
