"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"UK_Tonsil_Tris_20min",18,18,0,0,22,1.22222222222222,1.22222222222222,0
"UK_Tonsil_Tris_10min",18,18,0,0,45,2.5,2.5,0
"UK_Tonsil_Citra_20min",18,18,0,0,52,2.88888888888889,2.88888888888889,0
"UK_Tonsil_Tris_40min",18,18,0,0,61,3.38888888888889,3.38888888888889,0
