"Staining_condition","CD31","CD4","CD68","CK","CD163","CD8a","PDL1","CD3e","CD45RO","PD1","aSMA","HLA ABC","Vimentin"
"Stanford_Orion_Endometrium_Citra_20min",-1.05378547455072,NA,-1.01501873563124,-0.92052290704605,-1.38105799466434,0.410906328129594,NA,-0.349922094743188,NA,NA,-1.05622888178913,0.171952223988371,0.0188359729367643
"Stanford_Orion_Endometrium_Tris_10min",1.12590740881879,1.1214369802686,0.825092708024174,1.17415906813276,0.553516979350978,1.14651488581111,0.95278843342326,1.37814395448102,NA,1.09075871082131,1.18573018938635,1.34707776549483,1.34781370900563
"Stanford_Orion_Endometrium_Tris_20min",0.520386646613924,-0.322423873190188,0.892121417604683,0.482206717482022,0.884878617824051,-0.388916310385391,0.0885355584384655,-0.0399518469038224,0.707106781186548,-0.21722683587808,0.420037533411839,-0.727204997060889,-0.330353358154679
"Stanford_Orion_Endometrium_Tris_40min",-0.592508580881999,-0.799013107078408,-0.702195389997619,-0.73584287856873,-0.0573376025106867,-1.16850490355531,-1.04132399186173,-0.988270012834009,-0.707106781186547,-0.873531874943229,-0.549538841009063,-0.791824992422309,-1.03629632378772
