"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"UKentucky_SCC_2",18,18,0,0,30,1.66666666666667,1.66666666666667,0
"UKentucky_SCC_1",18,18,0,0,33,1.83333333333333,1.83333333333333,0
"UKentucky_SCC_3",18,18,0,0,47,2.61111111111111,2.61111111111111,0
"UKentucky_SCC_24",18,18,0,0,70,3.88888888888889,3.88888888888889,0
