"Staining_condition","CD15","CD20","CD3","CD45","CD56","CD68","CD8","FoxP3","H3K27ac","H3K27me3","CD11b","Ki67","HLADRA","PD1","GranzymeB","NaKATPase","PAX5"
"1_Fresh",0.986959502324896,-0.737083978011104,-1.11968459806236,-0.606234215951611,-0.579961814453844,-0.923247714841107,-1.03698005978058,-0.960666893368249,-0.490830034751967,-0.605554061838933,-0.914216740612176,-0.783111359737119,-0.591703761807974,-0.855879580077125,-0.454744945783866,-0.855346441480574,-0.971756860353115
"2_Lyophilized_manual",-1.01254930871514,-0.401217978139724,0.315445489218823,-0.547976339629774,-0.574734780344174,-0.138967719926736,0.0785988311682696,-0.074499266833786,-0.659744862280113,-0.548679490955125,-0.153756437477383,-0.343326928911926,-0.562876826952411,-0.243329610653332,-0.691814817986822,-0.244105648222476,-0.0542756712310799
"3_Lyophilized_automated",0.0255898063902404,1.13830195615083,0.804239108843532,1.15421055558139,1.15469659479802,1.06221543476784,0.958381228612312,1.03516616020204,1.15057489703208,1.15423355279406,1.06797317808956,1.12643828864904,1.15458058876039,1.09920919073046,1.14655976377069,1.09945208970305,1.02603253158419
