"Staining_condition","CD15","CD20","CD3","CD45","CD56","CD68","CD8","FoxP3","H3K27ac","H3K27me3","CD11b","Ki67","HLADRA","PD1","GranzymeB","NaKATPase","PAX5"
"1_Fresh",1.06752130488589,0.895881688858444,1.151849115838,0.694962364915323,0.766410563176614,1.02984083668805,1.106756832076,1.05084258743012,0.805545059489909,0.786768007903296,0.974746598810174,0.858506567182481,0.825214224694425,1.03592713437328,0.711019363440855,1.14748254861944,1.0189137248381
"2_Lyophilized_manual",-0.152579989618818,0.182968816042153,-0.505691298295023,0.451124154059367,0.36476606578302,-0.0626252842587233,-0.268217082772383,-0.110936803857618,0.313693008748384,0.338563450654835,0.048725386548346,0.239495440204488,0.286868485884408,-0.0762156422318309,0.432423436386128,-0.46210413684922,-0.0389665692116307
"3_Lyophilized_automated",-0.914941315267075,-1.0788505049006,-0.64615781754298,-1.14608651897469,-1.13117662895963,-0.967215552429327,-0.838539749303615,-0.939905783572499,-1.11923806823829,-1.12533145855813,-1.02347198535852,-1.09800200738697,-1.11208271057883,-0.959711492141445,-1.14344279982698,-0.68537841177022,-0.979947155626474
