filename,sample_name
dataScaleSize_slide1_IMC_OSCC_FOV1.csv,Stanford_OSCC_1
dataScaleSize_slide1_IMC_OSCC_FOV2.csv,Stanford_OSCC_1
dataScaleSize_slide2_IMC_OSCC_FOV1.csv,Stanford_OSCC_2
dataScaleSize_slide2_IMC_OSCC_FOV2.csv,Stanford_OSCC_2
dataScaleSize_slide24_IMC_OSCC_FOV1.csv,Stanford_OSCC_24
dataScaleSize_slide24_IMC_OSCC_FOV2.csv,Stanford_OSCC_24
dataScaleSize_slide3_IMC_OSCC_FOV1.csv,Stanford_OSCC_3
dataScaleSize_slide3_IMC_OSCC_FOV2.csv,Stanford_OSCC_3
