"Staining_condition","CD31","CD4","CD68","CD163","CD8a","PDL1","CD3e","CD45RO","PD1","SMA","HLAABC","Vimentin"
"Stanford_Orion_LN_CA20min",-1.14572453525382,-1.36023626082224,-1.01357510505191,-1.13797957278458,-1.46171995926974,-1.49930200500109,-1.14971162725105,NA,-1.44644553978509,-1.40981727681973,-0.99429415095665,-0.911456558211601
"Stanford_Orion_LN_Tris10min",-0.517086557789294,-0.0852516134304001,-0.703958767912717,-0.517279020472066,0.199852144726801,0.542295947221874,-0.371218387733424,-0.864801162647755,0.312184210337229,0.0493602871372499,-0.571720892988799,-0.752958787186939
"Stanford_Orion_LN_Tris20min",0.694536237512183,0.501642286469737,0.826008295581274,0.643938793839659,0.514146300414222,0.484760269231734,0.322431888006962,-0.23023748867536,0.27811341825623,0.474610891452855,0.304304689851503,0.502692281334945
"Stanford_Orion_LN_Tris40min",0.968274855530933,0.943845587782905,0.891525577383357,1.01131979941699,0.747721514128716,0.472245788547479,1.19849812697751,1.09503865132312,0.856147911191628,0.885846098229625,1.26171035409394,1.16172306406359
