"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"Stanford_Orion_LN_Tris40min",12,12,0,0,17,1.41666666666667,1.41666666666667,0
"Stanford_Orion_LN_Tris20min",12,12,0,0,24,2,2,0
"Stanford_Orion_LN_Tris10min",12,12,0,0,32,2.66666666666667,2.66666666666667,0
"Stanford_Orion_LN_CA20min",12,11,1,0,53,4.41666666666667,3.90909090909091,1
