"Staining_condition","Marker","CV","Is_Excluded"
"BIDMC_DLBCL_1","CD3",0.337152880549739,FALSE
"BIDMC_DLBCL_1","CD45",0.191046181524131,FALSE
"BIDMC_DLBCL_1","CD15",0.576472203769782,FALSE
"BIDMC_DLBCL_1","CD8",0.488507223702633,FALSE
"BIDMC_DLBCL_1","CD11b",0.220446962474562,FALSE
"BIDMC_DLBCL_1","ToxTox2",0.141596695893343,FALSE
"BIDMC_DLBCL_1","CD20",0.244179112771217,FALSE
"BIDMC_DLBCL_1","CD11c",0.159330267881284,FALSE
"BIDMC_DLBCL_1","H3K27me3",0.154287891436461,FALSE
"BIDMC_DLBCL_1","Ki67",0.300884458385427,FALSE
"BIDMC_DLBCL_1","HLADRA",0.200054153808714,FALSE
"BIDMC_DLBCL_1","pS6",0.255680509733027,FALSE
"BIDMC_DLBCL_1","CD68",0.200427011316832,FALSE
"BIDMC_DLBCL_1","FoxP3",0.122217711629816,FALSE
"BIDMC_DLBCL_1","PD1",0.191552155312197,FALSE
"BIDMC_DLBCL_1","Pax5",0.206229712253808,FALSE
"BIDMC_DLBCL_1","H3K27ac",0.132337378845191,FALSE
"BIDMC_DLBCL_1","GranzymeB",0.17277040766357,FALSE
"BIDMC_DLBCL_1","CD31",0.289274888069448,FALSE
"BIDMC_DLBCL_1","IDO1",0.236145781758367,FALSE
"BIDMC_DLBCL_1","NAKATPase",0.124105554370522,FALSE
"BIDMC_DLBCL_1","CD45RA",0.301941964400845,FALSE
"BIDMC_DLBCL_2","CD3",0.295068135104697,FALSE
"BIDMC_DLBCL_2","CD45",0.169056868278814,FALSE
"BIDMC_DLBCL_2","CD15",0.456984923728583,FALSE
"BIDMC_DLBCL_2","CD8",0.385019946078497,FALSE
"BIDMC_DLBCL_2","CD11b",0.153620720535535,FALSE
"BIDMC_DLBCL_2","ToxTox2",0.110368244246777,FALSE
"BIDMC_DLBCL_2","CD20",0.223703251898541,FALSE
"BIDMC_DLBCL_2","CD11c",0.141840281157003,FALSE
"BIDMC_DLBCL_2","H3K27me3",0.156590935763182,FALSE
"BIDMC_DLBCL_2","Ki67",0.266157809044935,FALSE
"BIDMC_DLBCL_2","HLADRA",0.190919133782077,FALSE
"BIDMC_DLBCL_2","pS6",0.206860015277872,FALSE
"BIDMC_DLBCL_2","CD68",0.182402653637227,FALSE
"BIDMC_DLBCL_2","FoxP3",0.100975003412232,FALSE
"BIDMC_DLBCL_2","PD1",0.149741509210178,FALSE
"BIDMC_DLBCL_2","Pax5",0.192718743692233,FALSE
"BIDMC_DLBCL_2","H3K27ac",0.112599765488891,FALSE
"BIDMC_DLBCL_2","GranzymeB",0.138128558029804,FALSE
"BIDMC_DLBCL_2","CD31",0.211913795835975,FALSE
"BIDMC_DLBCL_2","IDO1",0.173409043191042,FALSE
"BIDMC_DLBCL_2","NAKATPase",0.091194046427034,FALSE
