"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"BIDMC_LymphNode_2",22,22,0,0,23,1.04545454545455,1.04545454545455,0
"BIDMC_LymphNode_1",22,22,0,0,51,2.31818181818182,2.31818181818182,0
"BIDMC_LymphNode_3",22,22,0,0,58,2.63636363636364,2.63636363636364,0
"BIDMC_LymphNode_4",22,22,0,0,88,4,4,0
