"Staining_condition","CD68","FoxP3","MHC","CD20","CD206","CD45","CD4","CD8","CD86","Ki67","SMA","PDL1","Vimentin","CD27","CK","GZMB","CD3","PD1"
"UKentucky_SCC_1",0.176239856655259,0.283701487071405,0.175826472294259,0.217990420355034,0.0655784669092019,0.166661542695909,0.35365415149636,0.150146541052227,0.156973627468672,0.428245871380447,0.0807382512306601,0.214444116037188,0.19428084379978,0.268995050913891,0.370654626750657,0.145945886833486,0.278978940257825,0.193152069520034
"UKentucky_SCC_2",0.15600377666326,0.221415941349866,0.162848139340034,0.20055307080524,0.0718410297648419,0.152955747490797,0.361339983612654,0.139897477606969,0.158935522405953,0.387674421887303,0.103515015888572,0.218636557945235,0.192712216220383,0.290003744847276,0.331875954998323,0.151171567042402,0.288219426922228,0.195826632079121
"UKentucky_SCC_24",0.346211598057971,0.40128212105603,0.246065446038901,0.260611264515976,0.168384383133485,0.235593297413747,0.422619888901645,0.220560194658281,0.25411280431062,0.511492576095932,0.124428859980889,0.302803543601016,0.232132939936834,0.30150242144169,0.493473572463861,0.238975104276175,0.37330697466969,0.276896312680552
"UKentucky_SCC_3",0.197165662193414,0.251664389023858,0.17791694556077,0.20794767083567,0.0719543426590525,0.153763660883115,0.433678940978536,0.132072401427657,0.15441649588348,0.467386425579507,0.0794654928857879,0.258128347551328,0.197034807345458,0.306863380182661,0.410336565570975,0.152580029619539,0.311244648532588,0.231733501126824
