"Staining_condition","CD11c","CD138","CD15","CD20","CD3","CD31","CD4","CD45","CD45RA","CD68","CD8","Granzyme B","H3K27ac","H3K27me3","Pax5","Tox/Tox2","CD11b","Ki67","HLADRA","pS6","FOXP3","PD1","IDO1","Na/KATPase","CK"
"BIDMC_Slide1",0.921472755811909,0.0630223659714881,0.199871234583077,-0.311939199472196,-0.896792233496374,1.99754276333178,NA,0.938951058865247,0.936431347094359,-0.415937283278006,-1.67815342870765,0.384563872596248,1.55649243608065,2.22224032027937,-1.5871479023033,0.616296795708053,NA,-1.303994370004,0.316069326346337,0.72477383667421,-0.191467716548554,0.155291896801353,1.77401129494549,1.81003899823458,0.991206708681508
"BIDMC_Slide10",-0.699843185685168,-2.10739962512108,0.155496583579081,-1.36351728196789,-1.44074719477723,-1.47137221580526,-0.245074320555024,-1.27655401719147,-1.8678551238525,-0.877877707260388,-0.5212639719574,-1.3762329152877,-0.817311704202273,-0.40830108359955,-1.71581799124834,-0.587306179547715,-0.19160581035701,-1.81494040260581,-1.30158141671997,-0.465998641708345,-0.49693261861526,-0.463809194221771,-0.879209715881007,-0.933748160164197,-1.12769786420076
"BIDMC_Slide11",-0.503356448609194,0.405342528646259,-3.10944279983709,-0.640170040910959,-1.17981162754941,-0.742669025964739,0.687879011700879,-0.0374686133991299,-0.0809121578219745,-2.19871804038164,-1.23509334724684,-1.16823768745919,0.436829976471048,-0.584250352275987,0.620988044427707,-0.965942024654229,-4.50757310528686,-0.51794111600679,0.14578482275205,0.02915580177202,-3.78494005345102,-0.483866338793337,-0.651005822747597,-0.080722984658893,0.235495789642402
"BIDMC_Slide12",-1.60937494065553,-1.09591061904902,-0.505136143555355,-1.52153826362712,-0.0906815266726652,-1.49743965985947,-1.56986542844559,-2.10955334988477,-0.0988618682794859,-0.839494623824722,-0.558102519987125,-1.59008615067708,-1.59660321022852,-1.89004637732972,-0.34946665673412,-1.26028925189352,0.127184872843255,-0.351927193277783,-0.957197420377773,-2.21800001487889,-1.40771394757207,-2.60095921621533,-1.39566594244212,-1.73238172201342,-0.921117918191956
"BIDMC_Slide13",1.48041544982138,0.23600599272096,1.32788892167319,0.565377070922382,0.785880534616431,0.317486828440157,NA,0.346035482297377,-0.394622365422526,1.91431283436615,1.67823764161311,1.58014237150401,0.703411400746495,-0.0651525852645097,0.527515078480592,1.68640134577919,0.501354891673501,1.11991812715326,-0.26037657346386,1.26894240022792,0.936177673276327,1.28257607950973,1.51852241875788,0.855502408770876,-0.208715413246773
"BIDMC_Slide14",-0.178717793813072,-1.39975875176029,0.707565104946802,-0.611164319589629,-0.547423828633295,-0.775304743462695,0.164287678220451,-0.520718247623101,-1.66674208225915,-0.393810823820008,0.264355939601174,-0.597443120157718,-0.529688968717333,0.0392164615814373,-1.08090768036481,0.157142184064028,0.194408672750616,-0.489091919891072,-0.780551140876307,0.101020553526193,0.0217281742851313,0.323429229487099,-0.576066376474207,-0.632172085615554,-0.657512293591513
"BIDMC_Slide15",0.543233633682031,0.807110801718294,0.0548098899589618,0.978362221072253,0.613347479429235,-0.0458751898468312,0.947852894759874,0.44817299374049,0.134502220136666,-0.140474478963024,0.813566347871381,0.504788685876977,0.508753020591781,-0.155274577762496,1.06280659995664,0.102900640991815,0.328545555778296,1.04929563996416,0.669324147509118,0.362532026395215,0.309694581812022,0.44005464563144,-0.238142312161584,0.0849335945830457,0.55794339139649
"BIDMC_Slide16",-0.694504522927508,-0.688742953388544,0.457859466429722,-0.823224455865742,0.787371804116249,-0.876830912049423,-1.02421442223472,-1.37449291360799,-0.0691318952622365,-0.207199876132827,0.542834540195963,-0.759947656754776,-1.1069700396025,-1.33671417571844,0.179959986364623,-0.515963654692106,0.309439344245729,1.18561921070736,-0.530458785510863,-1.33140491177703,-0.441864812757899,-0.304679695922461,-0.957421608706204,-1.1560645025691,-0.329725579299677
"BIDMC_Slide17",1.48155005818978,0.156281167146494,0.472536046085151,1.19682849464312,0.648426397380065,0.747399767167878,NA,1.11648617471544,-0.481272017708555,1.55502527779575,1.06716294789722,1.43125836242234,1.28050084312128,0.961616810546686,0.283707710355553,1.32135530704376,0.284372245785568,0.808386185527744,0.943178858975485,1.03856069106549,0.924907770067484,1.22099844165641,1.45899715700078,0.960782946850106,-0.381144895777176
"BIDMC_Slide18",-0.312555396494192,-1.00326195208919,-0.209899615671737,-0.466521123263205,-0.430673471601099,-0.50805791571686,0.905061745169732,0.00274128594253028,-1.03629001375208,-0.860162300739024,-0.669787360631039,-0.225229082493872,-0.200921669798659,0.641011097537466,-1.15530839620584,0.0821129355584782,-0.0587804023322969,-0.694666696691429,-0.239544216142136,0.249842886839431,0.285385054911024,0.355093105212914,-0.0445443077796617,-0.134651343582129,-1.11547108088091
"BIDMC_Slide19",0.356935904725865,0.471100031595382,-0.305679112529645,0.830791224742185,0.098502662539249,-0.637871531482368,1.09479176097042,0.12665858951968,-0.0965671579871745,-0.0508757303008712,0.178155350011718,0.402068703118993,0.557286731904948,-0.256140580845266,1.20830030101503,0.0666839493720422,0.381779028713143,0.336954129964638,1.12696967130888,0.25368339772391,0.405250942441913,-0.169646363421723,-0.175678134061137,0.0806039354588862,0.508689199217152
"BIDMC_Slide2",-0.792491747685461,-0.226284403979383,0.397393856843291,-0.937846494959397,-2.51248766284029,-0.116381617506569,0.0757099492206039,-0.749452544562065,-0.295045959968448,0.214631752340593,-0.551068749844764,-0.515733883810713,-0.547939446315871,-0.476790843533911,-1.32032438645453,-0.144861674171945,-0.00683733272196394,-0.92034898063325,-1.18521490539783,0.258524209239048,-0.208202472399626,-0.534547945042629,-0.0899492816453051,0.157865253858027,-0.206905419109995
"BIDMC_Slide20",-0.931098519402951,-0.109023754454928,-1.43200936537225,-0.720522543996555,0.610819350357759,-0.435603553596083,-0.617299280707307,-1.02248195391517,0.436692329896834,-0.430290066451311,-0.863844474857516,-0.764371987399859,-0.784223058102595,-0.754711939403505,0.589564660438988,-1.11868854350034,0.0365423326728677,0.507939168271404,0.107651396098643,-1.42788219002145,-0.109865284864218,-0.559235467561027,-0.70167690498357,-0.918526682198155,-0.028269925501602
"BIDMC_Slide21",1.63809633100368,NA,1.22490007283585,1.65397930250399,1.32437216422794,0.794309567067037,NA,1.89854600007844,-0.0447030986705478,1.81989690179843,1.7417211075958,1.65212529447793,1.46617818506068,1.41344462258439,0.69085897159477,1.7223531164136,0.42359041477007,1.55879511344686,1.3491288320612,1.58001879618451,1.01659017924396,1.43870952703415,1.48777197435201,1.26943887130609,0.0691832449751926
"BIDMC_Slide22",0.26910508842117,-0.6455121574188,0.95084054818375,0.221984661907341,0.470320891484796,-0.28845567015072,1.06435783000185,0.777139469091074,-0.651593678088425,0.0726696623334526,0.583558609606588,0.25044835930548,0.0400235648736589,1.01606478327265,-0.689654255056242,0.874431301567332,0.224090658813388,0.556455283714113,0.0939528522359264,0.683702046163648,0.549510867671991,0.8798259212972,-0.0376871909829884,0.122193467167327,-0.926687897260533
"BIDMC_Slide23",0.842604875450018,1.62066666277377,0.00405207065252796,1.8289549734078,0.83613063894202,0.323596493562275,1.523583553223,1.28765698215021,0.815910605174757,0.5828019309896,0.555180531650252,0.801745237478523,0.877801063524331,0.86551261881798,1.70964181060895,0.763698329632148,0.488686510147876,1.35131625297249,2.12664926840693,0.88153456878642,0.652924396545629,0.52146231274349,0.0579005791628984,0.583290003559796,1.85960625942817
"BIDMC_Slide24",-0.163572169581252,0.359162135369936,-0.218496041623549,-0.0847302715344305,1.35060780247678,0.00222708228134336,-0.491106425393705,-0.250568509506762,1.16604450342111,0.25713160137647,0.628996683284977,-0.167843103521905,-0.546514597444289,-0.454096984247293,0.91584421803926,-0.147703536672183,0.275528727364748,1.5100906607118,0.392281217936108,-0.840552135529931,0.266150050624094,0.439964774044207,-0.765516623781894,-0.60772558326116,0.0340824764244869
