"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"StorageConditionsExpt_3",17,17,0,0,29,1.70588235294118,1.70588235294118,0
"StorageConditionsExpt_4",17,17,0,0,29,1.70588235294118,1.70588235294118,0
"StorageConditionsExpt_2",17,17,0,0,50,2.94117647058824,2.94117647058824,0
"StorageConditionsExpt_1",17,17,0,0,62,3.64705882352941,3.64705882352941,0
