"Staining_condition","CD8","CD3e","CD20","CD34","CD45","CD4","MHCII","Iba1","S100b","Vimentin"
"Roche_Slide10_Scan1",0.75218781722056,0.533905210292525,0.181033796901585,0.0958698410935926,0.618495558072905,0.136628689899646,0.225022514562561,0.176803477058267,5.21298423646193,0.198002638435971
"Roche_Slide14_Scan1",0.27911915985105,0.0912177631132374,0.100101805895955,0.0423559974716344,0.193676605486932,0.0334900979248064,0.150095546103339,0.139995101518497,1.56428533057849,0.146682319242854
"Roche_Slide18_Scan1",0.25808997695857,0.128627378126946,0.0729955320421532,0.0836328656004538,0.254689228526542,0.0974612408238494,0.286750015507001,0.203200380997287,1.19524734712772,0.196169875171953
"Roche_Slide22_Scan1",0.186050982876511,0.0802466400292138,0.316651870677882,0.0601015916317539,0.275012261802128,0.059731150355771,0.238858908734188,0.144304289563253,2.12387264268465,0.113349859873523
"Roche_Slide2_Scan1",0.722223432173324,0.375634540182736,1.25741982654373,0.178619356292475,0.521555430677184,0.0786001508156492,0.244685536977934,0.155641818807251,2.5397138197578,0.126746886825697
"Roche_Slide6_Scan1",0.614058714702646,0.313559355537916,1.24919535515105,0.0854074424211266,0.311163643570125,0.0499736416020117,0.149954922526204,0.15789641987617,1.38319982165393,0.152161113554032
