"Staining_condition","CD31","CD4","CD56","CD68","CD8","Vimentin","SMA","MastCellTryptase_MastCellChymase","IDO","CD163"
"Stanford_MIBI_Colon_1",-1.36030606437833,-0.707106781186557,-0.726975765596883,-0.716609335261336,-0.982213732030497,-0.193053935617108,-0.63376523342902,-0.465350199229076,-0.356168483274836,-0.363743458264418
"Stanford_MIBI_Colon_2",0.104227756670082,0.707106781186538,-0.309705796444368,-0.890021366482989,-0.0346707851435286,-0.832609845635867,-0.242768473171808,NA,-0.451434617409126,-0.193764720904813
"Stanford_MIBI_Colon_24",1.04627212027801,NA,1.4770467383781,1.25259361761023,NA,1.44650686801581,1.47635389876597,1.1478728345648,1.48621538377382,1.43520085545459
"Stanford_MIBI_Colon_3",0.209806187430231,NA,-0.440365176336855,0.354037084134089,1.01688451717403,-0.420843086762831,-0.599820192165138,-0.682522635335726,-0.678612283089854,-0.877692676285354
