"Staining_condition","Vimentin","SMA","MastCellTryptase_MastCellChymase","IDO","CD163","CD68","CD56","CD31","CD8","CD4"
"Stanford_MIBI_Colon_1",0.588287332015656,0.486886968819934,0.573387753883361,0.457720743602447,0.723615956587837,1.06514664237192,0.433195271446449,1.09305229135128,2.12357262729214,0.941170991053026
"Stanford_MIBI_Colon_2",0.535827585789622,0.530750997896275,NA,0.445253915338072,0.741104577984223,1.04073346223951,0.481215489270172,1.21831061960356,2.3495731425776,0.949347820931644
"Stanford_MIBI_Colon_24",0.722772749683382,0.72361099412453,0.8543574085176,0.698820935987411,0.908704141760404,1.34237369557609,0.686838352793101,1.29888158384428,NA,NA
"Stanford_MIBI_Colon_3",0.569602865380365,0.490695098268416,0.535563557792222,0.415524725954249,0.670737205806664,1.2158736923389,0.466178960531013,1.22734050853235,2.60038186945979,NA
