"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"Novartis_Tonsil_slide2",10,9,1,0,19,1.9,1,1
"Novartis_Tonsil_slide1",10,10,0,0,25,2.5,2.5,0
"Novartis_Tonsil_slide3",10,10,0,0,26,2.6,2.6,0
"Novartis_Tonsil_slide24",10,8,2,0,49,4.9,3.625,2
