config_name,data_folder,out_folder,file_count
Stanford_MIBI_LymphNode_pooled_cellXpress,./data_cellXpress/Validation/Stanford_MIBI/,./out_Stanford_MIBI_LymphNode_pooled_cellXpress/,16
