"Staining_condition","CD8","CD3","CD20","CD34","CD45","CD4","Iba1","Ki67","S100b","CK","CD68","Vimentin"
"Roche_Tonsil_Citra_20min",0.283276861260106,0.359451748873224,0.259768892160927,0.334428367459521,0.13958435581768,0.280703218531924,0.53970202039893,0.185512679262506,0.321885782367435,0.160915982259945,0.235027585870709,0.146258412947452
"Roche_Tonsil_Tris_10min",0.0606955623531053,0.244041570000893,0.151566798796965,0.147020927062181,0.0741058873337246,0.0825956389863858,0.118586897475285,0.0515068863934323,0.0991192812200847,0.078518732235226,0.0899521578585626,0.0744741853230749
"Roche_Tonsil_Tris_20min",0.0802713418906833,0.23065185976105,0.141534298406912,0.140626726106755,0.0770229310698027,0.0948519832656022,0.129297266689798,0.0717210070439764,0.253887344727952,0.22609678642275,0.10914670209531,0.108400976801716
"Roche_Tonsil_Tris_40min",0.0846666246608037,0.228483106578229,0.142744141489297,0.142186877079732,0.0782704592711148,0.0745544676413512,0.0584205171526386,0.0923970647376402,0.222234694043254,0.0884763266526207,0.097515721829209,0.0707736884450296
