"Staining_condition","CD20","CD3","CD4","CD45","CD68","CD8","CD34","Iba1","Ki67","S100b","CK","Vimentin"
"Roche_Tonsil_Citra_20min",-1.42244440514766,-1.40360073660578,-1.44708824716788,-1.45488057208752,-1.49967590791794,-1.49930002365506,-1.47463514648075,-1.39968480964041,-1.4750425957134,-0.670611998702191,-0.873242215874148,-1.39554722269983
"Roche_Tonsil_Tris_10min",0.0523272470682347,0.0193796750681528,0.190058277327427,0.186043918274194,0.487850113910736,0.467037366340506,0.280452829011862,0.0575282029385386,0.748238740856467,1.48416529689341,0.663816282930109,0.343465874584132
"Roche_Tonsil_Tris_20min",0.552199141951971,0.503039873616821,0.428826122449906,0.486538385052823,0.482688783902913,0.49171370524091,0.46716484926394,0.409467178709985,0.351864904520102,-0.315676610141023,-0.837323753682062,0.0895538124660778
"Roche_Tonsil_Tris_40min",0.817918016127458,0.881181187920807,0.828203847390546,0.782298268760498,0.529137010104292,0.540548952073643,0.727017468204951,0.932689427991887,0.374938950336823,-0.497876688050194,1.0467496866261,0.962527535649622
