"Staining_condition","CD20","CD3","CD4","CD45","CD68","CD8","CD34","Iba1","Ki67","S100b","CK","Vimentin"
"Roche_Tonsil_Citra_20min",1.49544440644103,1.4910011451227,1.49462848275975,1.49771190573101,1.49001494190194,1.49253237202849,1.49939198778822,1.48498314776896,1.43916972624672,1.0469690275273,0.3249229264602,1.31498799967921
"Roche_Tonsil_Tris_10min",-0.389020019349519,-0.343609445966206,-0.512444452744108,-0.573920923635063,-0.626816363275553,-0.636345304864679,-0.460652893080917,-0.420404431485024,-0.823660206334205,-1.3425806925264,-0.869541484620204,-0.724600170826907
"Roche_Tonsil_Tris_20min",-0.563747600850099,-0.556458125845655,-0.388272641915548,-0.481630378234833,-0.346744040307407,-0.449112863190661,-0.527528150665991,-0.371944038210906,-0.482323341042541,0.317570097308265,1.26981066039205,0.239353678828566
"Roche_Tonsil_Tris_40min",-0.542676786241409,-0.590933573310844,-0.593911388100099,-0.442160603861117,-0.516454538318978,-0.40707420397315,-0.511210944041308,-0.692634678073026,-0.133186178869978,-0.0219584323091613,-0.725192102232046,-0.829741507680868
